offense_id,rpt_date,occur_date,occur_time,poss_date,poss_time,beat,apt_office_prefix,apt_office_num,location,MinOfucr,dispo_code,Shift,loc_type,UC2_Literal,ibr_code,neighborhood,npu,long,lat
203021421,10/28/2020,10/28/2020,16:04,10/28/2020,16:06,206,NULL,NULL,155 WEST PACES FERRY RD NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,South Tuxedo Park,B,-84.388725,33.845221
203021440,10/28/2020,10/27/2020,16:15,10/27/2020,16:15,609,NULL,NULL,1390 MEMORIAL DR SE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Edgewood,O,-84.341977,33.747822
203021442,10/28/2020,10/28/2020,11:30,10/28/2020,11:35,603,NULL,NULL,305 GLEN IRIS DR NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Old Fourth Ward,M,-84.367626,33.762762
203021459,10/28/2020,10/28/2020,16:38,10/28/2020,18:10,403,NULL,NULL,1171 GRAYMONT DR SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Oakland City,S,-84.436826,33.723183
203021496,10/28/2020,10/28/2020,14:35,10/28/2020,14:50,103,NULL,NULL,2072 MAID LN NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Hills Park,D,-84.445641,33.811302
203021517,10/28/2020,10/20/2020,0:00,10/28/2020,0:00,413,NULL,NULL,3378 GREENBRIAR PKWY SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,NULL,P,-84.502268,33.681643
203021559,10/28/2020,10/19/2020,18:40,10/19/2020,18:55,501,NULL,NULL,401 17TH ST NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Atlantic Station,E,-84.401871,33.790421
203021592,10/28/2020,10/28/2020,17:30,10/28/2020,17:40,602,NULL,NULL,1031 PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Poncey-Highland,N,-84.353743,33.773596
203021629,10/28/2020,10/28/2020,16:30,10/28/2020,19:37,411,NULL,NULL,3154 STONEGATE DR,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Greenbriar,R,-84.494178,33.670874
203021640,10/28/2020,10/28/2020,0:00,10/28/2020,0:00,406,NULL,NULL,3296 VALLEYDALE DR SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Magnum Manor,I,-84.496142,33.726021
203021641,10/28/2020,10/28/2020,16:55,10/28/2020,17:10,205,NULL,NULL,2292 PEACHTREE RD,NULL,NULL,NULL,NULL,AUTO THEFT,240,NULL,C,-84.389891,33.817154
203021723,10/28/2020,10/28/2020,16:32,10/28/2020,18:49,310,NULL,NULL,2210 POLAR ROCK AVE SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Polar Rock,Z,-84.395699,33.694129
203011845,10/28/2020,10/27/2020,21:25,10/27/2020,21:50,610,NULL,NULL,2073 DUNWOODY ST NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Kirkwood,O,-84.319751,33.752077
203011861,10/28/2020,10/27/2020,22:00,10/27/2020,23:00,407,NULL,NULL,490 FAIRBURN RD SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Fairburn Mays,H,-84.510196,33.741097
203011890,10/28/2020,10/27/2020,21:45,10/27/2020,22:45,505,NULL,NULL,295 PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Midtown,E,-84.378086,33.772183
203011895,10/28/2020,10/27/2020,22:20,10/27/2020,22:21,204,NULL,NULL,2103 HOLTZ LN,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Bolton,D,-84.443349,33.816007
203011906,10/28/2020,10/27/2020,22:00,10/27/2020,22:39,212,NULL,NULL,2196 CHESHIRE BRIDGE RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindridge/Martin Manor,F,-84.353753,33.814898
203011916,10/28/2020,10/27/2020,19:30,10/27/2020,22:45,103,NULL,NULL,1133 HUFF RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Blandtown,D,-84.424898,33.789818
203011951,10/28/2020,10/27/2020,22:00,10/27/2020,23:20,613,NULL,NULL,2043 CHESHIRE WAY NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,NULL,NULL,-84.329479,33.866265
203020004,10/28/2020,10/27/2020,23:30,10/28/2020,0:00,205,NULL,NULL,1940 NORTHSIDE DR NW,NULL,NULL,NULL,NULL,ROBBERY,120,Channing Valley,C,-84.408279,33.808334
203020020,10/28/2020,10/27/2020,20:00,10/28/2020,0:10,608,NULL,NULL,777 S PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Poncey-Highland,N,-84.348956,33.773647
203020020,10/28/2020,10/27/2020,20:00,10/28/2020,0:10,608,NULL,NULL,777 S PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Druid Hills,N,-84.348956,33.773647
203020026,10/28/2020,10/27/2020,23:06,10/27/2020,23:45,109,NULL,NULL,665 ROBERT ST NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Center Hill,J,-84.472134,33.773266
203020068,10/28/2020,10/27/2020,2:20,10/28/2020,2:00,510,NULL,NULL,255 AUBURN AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.37926,33.755341
203020130,10/28/2020,10/28/2020,0:30,10/28/2020,1:45,604,NULL,NULL,55 HILLIARD ST SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Sweet Auburn,M,-84.376958,33.752843
203020133,10/28/2020,10/28/2020,1:51,10/28/2020,1:56,501,NULL,NULL,329 14TH ST NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Home Park,E,-84.397957,33.786359
203020135,10/28/2020,10/28/2020,0:30,10/28/2020,0:51,503,NULL,NULL,44 8TH ST NW,NULL,NULL,NULL,NULL,ROBBERY,120,Midtown,E,-84.38881,33.779553
203020184,10/28/2020,10/28/2020,0:40,10/28/2020,3:11,503,NULL,NULL,930 SPRING ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.389521,33.779952
203020198,10/28/2020,10/28/2020,3:32,10/28/2020,3:32,403,NULL,NULL,1195 CAHABA DR SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Cascade Avenue/Road,S,-84.449203,33.722836
203020309,10/28/2020,10/27/2020,21:00,10/28/2020,6:20,103,NULL,NULL,1676 CARROLL DR NW,NULL,NULL,NULL,NULL,BURGLARY,220,Hills Park,D,-84.442763,33.802257
203020346,10/28/2020,10/28/2020,0:01,10/28/2020,10:05,407,NULL,NULL,521 CONSTELLATION OVERLOOK SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Mays,H,-84.503067,33.741469
203020456,10/28/2020,10/28/2020,7:50,10/28/2020,8:24,508,NULL,NULL,135 ANDREW YOUNG INTERNATIONAL BLVD NW,NULL,NULL,NULL,NULL,ROBBERY,120,Downtown,M,-84.391779,33.759912
203020502,10/28/2020,8/28/2020,0:00,10/28/2020,12:33,201,NULL,NULL,1091 PEACHTREE BATTLE AVE NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Brandon,C,-84.423298,33.82658
203020510,10/28/2020,10/28/2020,9:50,10/28/2020,10:30,112,NULL,NULL,2798 PEEK RD NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Collier Heights,I,-84.477965,33.776105
203020543,10/28/2020,10/27/2020,22:00,10/28/2020,7:30,305,NULL,NULL,178 MOURY AVE SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,The Villages at Carver,Y,-84.391204,33.712797
203020575,10/28/2020,10/27/2020,18:00,10/28/2020,9:30,601,NULL,NULL,929 TODD RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Virginia Highland,F,-84.356485,33.779818
203020578,10/28/2020,10/28/2020,9:29,10/28/2020,9:33,303,NULL,NULL,180 RALPH DAVID ABERNATHY BLVD SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,Mechanicsville,V,-84.39378,33.736781
203020586,10/28/2020,10/27/2020,23:30,10/28/2020,8:00,208,NULL,NULL,3601 PIEDMONT RD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,North Buckhead,B,-84.380776,33.85317
203020587,10/28/2020,10/28/2020,8:20,10/28/2020,9:40,414,NULL,NULL,3871 REDWINE RD SW,NULL,NULL,NULL,NULL,BURGLARY,220,Princeton Lakes,P,-84.512171,33.661114
203020598,10/28/2020,10/28/2020,6:30,10/28/2020,9:43,611,NULL,NULL,2724 TUPELO ST SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,East Lake,O,-84.29784,33.74911
203020620,10/28/2020,10/27/2020,19:30,10/28/2020,9:00,210,NULL,NULL,3478 LAKESIDE DR NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Buckhead Heights,B,-84.357037,33.848286
203020626,10/28/2020,10/27/2020,20:00,10/28/2020,10:15,601,NULL,NULL,953 HIGHLAND VIEW NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Virginia Highland,F,-84.3563,33.779005
203020635,10/28/2020,10/12/2020,10:00,10/28/2020,10:05,507,NULL,NULL,445 MARKHAM ST SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Castleberry Hill,M,-84.402402,33.752963
203020679,10/28/2020,10/28/2020,0:00,10/28/2020,8:00,205,NULL,NULL,2089 BROOKVIEW DR NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Wildwood (NPU-C),C,-84.418395,33.81264
203020700,10/28/2020,10/27/2020,22:30,10/28/2020,8:00,610,NULL,NULL,18 MONTGOMERY ST SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Kirkwood,O,-84.339436,33.75298
203020717,10/28/2020,10/27/2020,16:30,10/28/2020,6:00,103,NULL,NULL,2232 DUNSEATH AVE NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Bolton,D,-84.449978,33.816677
203020721,10/28/2020,10/28/2020,3:40,10/28/2020,4:00,106,NULL,NULL,940 MARIETTA BLVD NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Knight Park/Howell Station,K,-84.430392,33.781472
203020726,10/28/2020,10/28/2020,10:52,10/28/2020,10:52,312,NULL,NULL,553 SPRINGSIDE DR SE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Orchard Knob,Z,-84.371722,33.676363
203020733,10/28/2020,10/27/2020,21:00,10/28/2020,11:00,505,NULL,NULL,155 3RD ST NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.382316,33.773339
203020779,10/28/2020,10/27/2020,21:00,10/28/2020,11:11,309,NULL,NULL,2181 SPRINGDALE RD SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Perkerson,X,-84.413485,33.695326
203020782,10/28/2020,10/28/2020,11:12,10/28/2020,11:15,404,NULL,NULL,1575 WESTWOOD AVE SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Westview,T,-84.4394,33.738848
203020784,10/28/2020,10/28/2020,2:06,10/28/2020,5:48,509,NULL,NULL,589 WILLOW ST NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Downtown,M,-84.382706,33.770507
203020788,10/28/2020,10/28/2020,0:00,10/28/2020,7:00,211,NULL,NULL,741 MOROSGO DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Lindbergh/Morosgo,B,-84.364391,33.822471
203020808,10/28/2020,10/28/2020,11:20,10/28/2020,11:25,405,NULL,NULL,2460 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Harland Terrace,I,-84.468572,33.751991
203020836,10/28/2020,10/28/2020,10:00,10/28/2020,11:00,207,NULL,NULL,1375 NORTHSIDE DR NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Loring Heights,E,-84.406766,33.792115
203020879,10/28/2020,10/28/2020,5:00,10/28/2020,5:30,413,NULL,NULL,3378 GREENBRIAR PKWY SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,NULL,P,-84.502268,33.681643
203020936,10/28/2020,10/28/2020,9:30,10/28/2020,12:00,205,NULL,NULL,1952 HOWELL MILL RD NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Wildwood (NPU-C),C,-84.412861,33.80793
203011249,10/27/2020,NULL,NULL,NULL,NULL,613,NULL,NULL,1705 MONROE DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23G,Piedmont Heights,F,-84.370839,33.801502
203011315,10/27/2020,10/26/2020,23:30,10/27/2020,1:00,303,NULL,NULL,599 WHITEHALL ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Pittsburgh,V,-84.407664,33.742748
203011316,10/27/2020,10/27/2020,15:02,10/27/2020,15:39,508,NULL,NULL,325 CENTENNIAL OLYMPIC PARK DR NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Downtown,M,-84.391245,33.763586
203001748,10/27/2020,10/26/2020,22:00,10/26/2020,22:26,308,NULL,NULL,878 NORWOOD RD SE,NULL,NULL,NULL,NULL,ROBBERY,120,Norwood Manor,Z,-84.360818,33.697224
203001753,10/27/2020,10/26/2020,22:35,10/26/2020,22:40,601,NULL,NULL,1115 BRIARCLIFF PL NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Atkins Park,F,-84.350857,33.776908
203000863,10/27/2020,10/25/2020,15:15,10/25/2020,16:45,411,NULL,NULL,2975 HEADLAND DR SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Greenbriar,R,-84.487791,33.691369
203001597,10/27/2020,10/26/2020,17:30,10/26/2020,20:15,212,NULL,NULL,2160 MONROE DR NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Piedmont Heights,F,-84.370076,33.81097
203001524,10/27/2020,10/25/2020,23:00,10/26/2020,0:00,407,NULL,NULL,3424 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Adamsville,H,-84.500137,33.755033
203001817,10/27/2020,10/27/2020,16:00,10/27/2020,23:40,210,NULL,NULL,3450 ROXBORO RD NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Buckhead Heights,B,-84.354698,33.848286
203001836,10/27/2020,10/26/2020,7:45,10/26/2020,23:45,507,NULL,NULL,350 MARIETTA ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.397208,33.762661
203010022,10/27/2020,10/27/2020,0:19,10/27/2020,1:06,409,NULL,NULL,3041 LANDRUM DR SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Southwest,R,-84.487125,33.707919
203010036,10/27/2020,10/27/2020,0:31,10/27/2020,0:36,411,NULL,NULL,3030 HEADLAND DR SW,NULL,NULL,NULL,NULL,BURGLARY,220,Greenbriar,R,-84.487802,33.687401
203010046,10/27/2020,10/27/2020,0:40,10/28/2020,0:42,104,NULL,NULL,1720 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Mozley Park,K,-84.443481,33.751057
203010061,10/27/2020,10/27/2020,1:55,10/27/2020,1:03,509,NULL,NULL,129 NORTH AVENUE NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Downtown,M,-84.383178,33.771029
203010073,10/27/2020,10/27/2020,0:56,10/27/2020,1:11,510,NULL,NULL,80 JESSE HILL JR DR SE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Downtown,M,-84.382007,33.751785
203010078,10/27/2020,10/27/2020,0:20,10/27/2020,1:16,503,NULL,NULL,930 SPRING ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.389521,33.779952
203010097,10/27/2020,10/27/2020,0:37,10/27/2020,1:20,604,NULL,NULL,11 WILLIAM HOLMES BORDERS SENIOR DR NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Sweet Auburn,M,-84.37554,33.754526
203010109,10/27/2020,10/26/2020,15:15,10/27/2020,2:26,113,NULL,NULL,2500 CENTER ST NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Carey Park,G,-84.472615,33.790678
203010111,10/27/2020,10/27/2020,1:45,10/27/2020,16:34,310,NULL,NULL,2031 BROWNS MILL RD SE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Lakewood,Z,-84.375192,33.698749
203010167,10/27/2020,10/27/2020,2:30,10/27/2020,3:00,509,NULL,NULL,550 PEACHTREE ST NE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Downtown,M,-84.386097,33.768145
203010209,10/27/2020,10/27/2020,3:46,10/27/2020,4:46,102,NULL,NULL,899 M.L.K. JR DR NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Vine City,L,-84.417033,33.754971
203010258,10/27/2020,10/27/2020,6:14,10/27/2020,6:14,410,NULL,NULL,2328 CAMPBELLTON RD SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Campbellton Road,R,-84.464336,33.703101
203010278,10/27/2020,10/27/2020,5:54,10/27/2020,6:40,613,NULL,NULL,1570 PIEDMONT AVE NE,NULL,NULL,NULL,NULL,ROBBERY,120,Morningside/Lenox Park,F,-84.369144,33.796922
203010312,10/27/2020,10/26/2020,19:00,10/27/2020,7:46,210,NULL,NULL,1001 GARDEN VIEW DR NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Pine Hills,B,-84.350256,33.849311
203010319,10/27/2020,10/27/2020,1:30,10/27/2020,7:30,303,NULL,NULL,515 FULTON ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Mechanicsville,V,-84.40475,33.741006
203010331,10/27/2020,10/26/2020,20:30,10/27/2020,7:00,507,NULL,NULL,89 MANGUM ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Castleberry Hill,M,-84.400091,33.752191
203010336,10/27/2020,10/27/2020,7:15,10/27/2020,7:30,114,NULL,NULL,3263 DONALD LEE HOLLOWELL PKWY NW,NULL,NULL,NULL,NULL,ROBBERY,120,English Park,G,-84.493663,33.788072
203010385,10/27/2020,10/22/2020,10:00,10/27/2020,6:00,312,NULL,NULL,542 TUFTON TR,NULL,NULL,NULL,NULL,AUTO THEFT,240,Glenrose Heights,Z,-84.382821,33.664866
203010389,10/27/2020,10/26/2020,20:00,10/27/2020,7:00,605,NULL,NULL,300 M.L.K. JR DR SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Oakland,W,-84.37782,33.748226
203010441,10/27/2020,10/23/2020,23:00,10/27/2020,8:50,211,NULL,NULL,2525 PIEDMONT RD NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Lindbergh/Morosgo,B,-84.365306,33.824018
203010507,10/27/2020,10/26/2020,20:30,10/27/2020,8:00,402,NULL,NULL,1393 RICHLAND RD SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Oakland City,S,-84.433226,33.731062
203010549,10/27/2020,10/26/2020,17:30,10/26/2020,18:30,306,NULL,NULL,1731 METROPOLITAN PKWY SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Sylvan Hills,X,-84.408382,33.706936
203010556,10/27/2020,10/26/2020,10:50,10/27/2020,11:01,309,NULL,NULL,2640 METROPOLITAN PKWY SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Perkerson,X,-84.407377,33.682966
203010573,10/27/2020,10/27/2020,1:30,10/27/2020,10:14,412,NULL,NULL,2101 SOUTHWOOD BLVD SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Ben Hill Terrace,P,-84.519041,33.695499
203010594,10/27/2020,10/26/2020,20:50,10/26/2020,22:15,508,NULL,NULL,285 CENTENNIAL OLYMPIC PARK DR NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Downtown,M,-84.391713,33.762604
203010616,10/27/2020,10/27/2020,10:33,10/27/2020,12:28,311,NULL,NULL,2950 SPRINGDALE RD SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Hammond Park,X,-84.414763,33.674241
203010618,10/27/2020,10/27/2020,2:00,10/27/2020,10:50,505,NULL,NULL,265 PONCE DE LEON AVE NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Midtown,E,-84.378393,33.771684
203010645,10/27/2020,10/27/2020,10:54,10/27/2020,10:54,311,NULL,NULL,2980 METROPOLITAN PKWY SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Hammond Park,X,-84.408412,33.673597
203010654,10/27/2020,10/17/2020,14:00,10/27/2020,12:01,113,NULL,NULL,2500 CENTER ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Carey Park,G,-84.472615,33.790678
203010673,10/27/2020,10/26/2020,22:30,10/27/2020,11:00,110,NULL,NULL,2265 PERRY BLVD NW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Scotts Crossing,G,-84.464805,33.805921
203010677,10/27/2020,10/25/2020,15:00,10/26/2020,8:00,402,NULL,NULL,902 WESTMONT RD SW,NULL,NULL,NULL,NULL,BURGLARY,220,Oakland City,S,-84.437226,33.730611
203010678,10/27/2020,10/27/2020,11:15,NULL,NULL,209,NULL,NULL,164 W WIEUCA RD NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,East Chastain Park,B,-84.381433,33.878058
203010682,10/27/2020,10/24/2020,12:00,10/27/2020,11:18,301,NULL,NULL,1329 ALLENE AVE SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Capitol View,X,-84.413143,33.718557
203010714,10/27/2020,10/25/2020,4:00,10/27/2020,12:49,508,NULL,NULL,351 MARIETTA ST NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.396749,33.762715
203010719,10/27/2020,10/27/2020,10:20,10/27/2020,10:39,409,NULL,NULL,1301 CASCADE FALLS DR SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Cascade Heights,I,-84.494564,33.717528
203010725,10/27/2020,10/27/2020,0:00,10/27/2020,11:41,306,NULL,NULL,1829 LANGSTON AVE SW,NULL,NULL,NULL,NULL,BURGLARY,220,Sylvan Hills,X,-84.420406,33.704867
203010735,10/27/2020,10/27/2020,11:50,10/27/2020,11:50,312,NULL,NULL,2750 VINEYARDS DR SE,NULL,NULL,NULL,NULL,AGG ASSAULT,13A,Rosedale Heights,Z,-84.368896,33.679225
203010759,10/27/2020,10/25/2020,14:00,10/27/2020,12:00,503,NULL,NULL,199 14TH ST NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Midtown,E,-84.380838,33.786178
203010796,10/27/2020,10/24/2020,19:00,10/24/2020,22:30,508,NULL,NULL,12 W PEACHTREE PL NW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.388091,33.763933
203010887,10/27/2020,10/27/2020,13:26,10/27/2020,15:24,310,NULL,NULL,130 PRESTON LN,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Browns Mill Park,Z,-84.392191,33.6855
203010902,10/27/2020,10/27/2020,14:27,10/27/2020,14:27,304,NULL,NULL,DOWNTOWN CONNECTOR,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Summerhill,V,-84.391592,33.741027
203010912,10/27/2020,10/27/2020,7:30,10/27/2020,12:30,312,NULL,NULL,183 MT ZION RD SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23G,Glenrose Heights,Z,-84.387573,33.672179
203010944,10/27/2020,10/14/2020,12:00,10/15/2020,12:00,512,NULL,NULL,275 PRYOR ST SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Downtown,M,-84.394571,33.747594
203010952,10/27/2020,10/27/2020,13:00,10/27/2020,13:10,508,NULL,NULL,210 PEACHTREE ST NW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Downtown,M,-84.388947,33.759652
203010965,10/27/2020,10/27/2020,13:25,10/27/2020,14:00,411,NULL,NULL,2841 GREENBRIAR PKWY SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Greenbriar,R,-84.493522,33.688394
203010984,10/27/2020,10/26/2020,0:00,NULL,NULL,108,NULL,NULL,1977 M.L.K. JR DR SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,NULL,I,-84.44748,33.750656
203010989,10/27/2020,10/26/2020,22:45,10/26/2020,23:00,410,NULL,NULL,1870 MYRTLE DR SW,NULL,NULL,NULL,NULL,AUTO THEFT,240,Campbellton Road,R,-84.454332,33.703861
203011036,10/27/2020,10/26/2020,0:00,10/26/2020,17:30,507,NULL,NULL,327 PETERS ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Castleberry Hill,M,-84.403822,33.745834
203011038,10/27/2020,10/27/2020,14:30,10/27/2020,14:45,614,NULL,NULL,892 VEDADO WAY NE,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23D,Midtown,E,-84.37164,33.7789
203011080,10/27/2020,10/26/2020,21:00,10/27/2020,15:04,604,NULL,NULL,131 GRAPE ST NE,NULL,NULL,NULL,NULL,AUTO THEFT,240,Old Fourth Ward,M,-84.371002,33.757865
203011135,10/27/2020,10/27/2020,15:15,10/27/2020,15:36,313,NULL,NULL,3223 KATOMARICK DR SE,NULL,NULL,NULL,NULL,AUTO THEFT,240,South River Gardens,Z,-84.364001,33.66691
203011157,10/27/2020,10/27/2020,15:15,10/27/2020,15:48,310,NULL,NULL,2637 OLD HAPEVILLE RD SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,Browns Mill Park,Z,-84.397505,33.683891
203011165,10/27/2020,10/24/2020,21:00,10/25/2020,3:00,406,NULL,NULL,3288 CUSHMAN CIR SW,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23H,NULL,I,-84.494339,33.750315
203011177,10/27/2020,10/21/2020,16:00,10/27/2020,16:00,304,NULL,NULL,222 TUSKEGEE ST SE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23G,Peoplestown,V,-84.380403,33.728894
203011197,10/27/2020,10/27/2020,17:58,10/27/2020,17:58,407,NULL,NULL,515 FAIRBURN RD SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Fairburn Mays,H,-84.510816,33.73974
203011212,10/27/2020,10/27/2020,15:25,10/27/2020,15:33,208,NULL,NULL,3500 PEACHTREE RD,NULL,NULL,NULL,NULL,LARCENY-NON VEHICLE,23C,North Buckhead,B,-84.362915,33.852714
202950566,10/27/2020,10/20/2020,21:00,10/21/2020,9:59,403,NULL,NULL,1147 OAKLAND DR SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Oakland City,S,-84.427586,33.723735
202960467,10/27/2020,10/22/2020,0:00,10/22/2020,7:44,401,NULL,NULL,898 OAK ST SW,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,West End,T,-84.416631,33.740341
203011370,10/27/2020,10/27/2020,16:30,10/27/2020,19:00,509,NULL,NULL,60 ANDREW YOUNG INTERNATIONAL BLVD NE,NULL,NULL,NULL,NULL,LARCENY-FROM VEHICLE,23F,Downtown,M,-84.385785,33.759901
